rally_id,game_id,match_id,rally_number,winning_team_id,serving_team_id,serving_player_id,returning_team_id,returning_player_id,thirdshot_player_id,third_shot_type,timeout,timeout_team_id,rally_length,ending_type,ending_player_id
R26838,G631,M448,12,T159,T450,P419,T159,P194,P561,Drop,N,N/A,10,Winner,P197
R26842,G631,M448,16,T159,T450,P419,T159,P197,P419,Drive,N,N/A,5,Error,P419
R26843,G631,M448,17,T159,T450,P561,T159,P194,P419,Drive,N,N/A,15,Error,P561
R26847,G631,M448,21,T450,T450,P419,T159,P194,P419,Drive,N,N/A,3,Winner,P419
R26848,G631,M448,22,T159,T450,P419,T159,P197,P419,Drop,N,N/A,3,Error,P419
R26849,G631,M448,23,T159,T450,P561,T159,P194,P419,Drive,N,N/A,4,Winner,P197
R26855,G631,M448,29,T450,T450,P419,T159,P194,N/A,"",N,N/A,2,Error,P194
R26856,G631,M448,30,T450,T450,P419,T159,P197,P561,Drop,N,N/A,15,Winner,P561
R26858,G631,M448,32,T450,T450,P419,T159,P197,N/A,"",N,N/A,2,Error,P197
R26859,G631,M448,33,T450,T450,P419,T159,P194,P419,Drive,N,N/A,3,Winner,P419
R26860,G631,M448,34,T450,T450,P419,T159,P197,P419,Drive,N,N/A,4,Error,P197
R26832,G631,M448,6,T159,T159,P197,T450,P561,P194,Drive,N,N/A,19,Winner,P197
R26840,G631,M448,14,T159,T159,P197,T450,P561,P194,Drive,N,N/A,11,Winner,P197
R26844,G631,M448,18,T450,T159,P197,T450,P419,P194,Drop,N,N/A,18,Winner,P561
R26845,G631,M448,19,T450,T159,P194,T450,P561,P194,Drive,N,N/A,16,Winner,P419
R26853,G631,M448,27,T159,T159,P194,T450,P561,P194,Drive,N,N/A,9,Winner,P197
R26827,G631,M448,1,T450,T159,P194,T450,P561,P194,Drop,N,N/A,8,Winner,P561
R5039,G112,M59,25,T74,T74,P12,T73,P93,P12,Drive,N,N/A,4,Error,P8
R26830,G631,M448,4,T450,T159,P194,T450,P561,P197,Drop,N,N/A,8,Winner,P419
R26831,G631,M448,5,T159,T159,P197,T450,P419,P197,Drop,N,N/A,33,Winner,P194
R26833,G631,M448,7,T450,T159,P197,T450,P419,P194,Drop,N,N/A,11,Error,P197
R26839,G631,M448,13,T450,T159,P194,T450,P419,P197,Drop,N,N/A,5,Error,P197
R26841,G631,M448,15,T450,T159,P197,T450,P419,N/A,N/A,N,N/A,1,Error,P197
R26850,G631,M448,24,T159,T159,P197,T450,P419,P194,Drop,N,N/A,7,Winner,P197
R26851,G631,M448,25,T159,T159,P197,T450,P561,P194,Drop,N,N/A,8,Error,P561
R26852,G631,M448,26,T450,T159,P197,T450,P419,P197,Drop,N,N/A,10,Winner,P561
R26854,G631,M448,28,T450,T159,P194,T450,P419,P197,Drop,N,N/A,13,Error,P194
R26892,G632,M449,32,T32,T486,P172,T32,P50,P172,Drive,N,N/A,15,Other,N/A
R26863,G632,M449,3,T486,T486,P172,T32,P50,P172,Drop,N,N/A,6,Other,N/A
R26876,G632,M449,16,T32,T486,P172,T32,P49,P172,Drive,N,N/A,15,Other,N/A
R26899,G632,M449,39,T486,T486,P172,T32,P49,P172,Drive,N,N/A,10,Error,P50
R26862,G632,M449,2,T32,T486,P592,T32,P49,P172,Drop,N,N/A,3,Error,P172
R26864,G632,M449,4,T32,T486,P172,T32,P49,P172,Drive,N,N/A,7,Error,P172
R26868,G632,M449,8,T32,T486,P172,T32,P50,P592,Drop,N,N/A,5,Error,P592
R26869,G632,M449,9,T486,T486,P592,T32,P49,P592,Drive,N,N/A,17,Winner,P172
R26870,G632,M449,10,T32,T486,P592,T32,P50,P592,Drop,N,N/A,12,Winner,P49
R26874,G632,M449,14,T486,T486,P592,T32,P49,N/A,"",N,N/A,2,Unforced Error,P49
R26875,G632,M449,15,T32,T486,P592,T32,P50,P592,Drop,N,N/A,3,Error,P592
R26891,G632,M449,31,T486,T486,P172,T32,P49,N/A,"",N,N/A,2,Unforced Error,P49
R26893,G632,M449,33,T486,T486,P592,T32,P49,P172,Drive,N,N/A,11,Winner,P172
R26894,G632,M449,34,T32,T486,P592,T32,P50,P592,Drop,N,N/A,4,Winner,P50
R26898,G632,M449,38,T486,T486,P172,T32,P50,P592,Drive,N,N/A,6,Error,P49
R26900,G632,M449,40,T32,T486,P172,T32,P50,N/A,N/A,N,N/A,1,Unforced Error,P172
R26901,G632,M449,41,T486,T486,P592,T32,P49,P592,Drive,N,N/A,10,Error,P49
R26909,G632,M449,49,T32,T486,P172,T32,P50,P172,Drive,N,N/A,7,Error,P592
R26913,G632,M449,53,T486,T486,P172,T32,P49,P172,"",N,N/A,2,Unforced Error,P49
R26914,G632,M449,54,T486,T486,P172,T32,P50,P592,Drop,N,N/A,15,Winner,P592
R26915,G632,M449,55,T486,T486,P172,T32,P49,P172,Drive,N,N/A,16,Error,P49
R26880,G632,M449,20,T32,T486,P172,T32,P50,P172,Drive,N,N/A,24,Winner,P50
R26881,G632,M449,21,T32,T486,P592,T32,P49,P592,Drive,N,N/A,7,Other,N/A
R26912,G632,M449,52,T486,T486,P172,T32,P50,P172,Drive,N,N/A,12,Other,N/A
R26905,G632,M449,45,T486,T486,P592,T32,P50,P592,Drive,N,N/A,16,Other,N/A
R26887,G632,M449,27,T32,T486,P592,T32,P49,P592,Drive,N,N/A,5,Other,N/A
R26907,G632,M449,47,T486,T486,P172,T32,P50,P172,Drop,N,N/A,4,Other,N/A
R26879,G632,M449,19,T486,T32,P50,T486,P172,P50,Drop,N,N/A,5,Other,N/A
R26883,G632,M449,23,T486,T32,P50,T486,P592,P50,Drive,N,N/A,23,Error,P49
R26911,G632,M449,51,T486,T32,P49,T486,P592,P50,Drop,N,N/A,11,Other,N/A
R26861,G632,M449,1,T486,T32,P49,T486,P592,P49,Drop,N,N/A,8,Winner,P172
R26865,G632,M449,5,T32,T32,P49,T486,P172,P49,Drop,N,N/A,7,Winner,P49
R26866,G632,M449,6,T486,T32,P49,T486,P592,P50,Drop,N,N/A,13,Error,P49
R26867,G632,M449,7,T486,T32,P50,T486,P172,P49,Drop,N,N/A,3,Error,P49
R26871,G632,M449,11,T32,T32,P50,T486,P592,P50,Drop,N,N/A,8,Error,P172
R26872,G632,M449,12,T486,T32,P50,T486,P172,P50,Drop,N,N/A,3,Error,P50
R26873,G632,M449,13,T486,T32,P49,T486,P592,P50,Drop,N,N/A,3,Error,P50
R26877,G632,M449,17,T486,T32,P49,T486,P172,P50,Drop,N,N/A,3,Error,P50
R26878,G632,M449,18,T32,T32,P50,T486,P592,P49,Drive,N,N/A,4,Error,P172
R26882,G632,M449,22,T32,T32,P50,T486,P172,P50,Drop,N,N/A,9,Winner,P50
R26884,G632,M449,24,T32,T32,P49,T486,P172,P50,Drop,N,N/A,9,Winner,P50
R26885,G632,M449,25,T486,T32,P49,T486,P592,P49,Drive,N,N/A,5,Error,P50
R26886,G632,M449,26,T32,T486,P172,T32,P50,P172,Drop,N,N/A,4,Winner,P50
R26888,G632,M449,28,T486,T32,P50,T486,P172,P50,Drop,N,N/A,5,Error,P49
R26889,G632,M449,29,T32,T32,P49,T486,P592,N/A,"",N,N/A,2,Unforced Error,P592
R26890,G632,M449,30,T486,T32,P49,T486,P172,P49,Drive,N,N/A,27,Error,P49
R26895,G632,M449,35,T486,T32,P49,T486,P172,P49,Drive,N,N/A,12,Winner,P592
R26896,G632,M449,36,T32,T32,P50,T486,P592,P50,Drive,N,N/A,4,Error,P172
R26897,G632,M449,37,T486,T32,P50,T486,P172,P50,Drop,N,N/A,7,Error,P49
R26902,G632,M449,42,T32,T486,P592,T32,P50,P592,Drop,N,N/A,7,Error,P172
R26903,G632,M449,43,T486,T32,P50,T486,P592,P50,Drive,N,N/A,8,Winner,P592
R26904,G632,M449,44,T486,T32,P49,T486,P172,P49,Drop,N,N/A,3,Error,P49
R26906,G632,M449,46,T32,T486,P592,T32,P49,P592,Drive,N,N/A,6,Winner,P49
R26908,G632,M449,48,T486,T486,P172,T32,P49,P172,Drop,N,N/A,9,Winner,P172
R26910,G632,M449,50,T486,T32,P50,T486,P172,P50,Drop,N,N/A,10,Winner,P592
R26919,G633,M450,4,T159,T450,P561,T159,P197,P419,Drop,N,N/A,10,Winner,P194
R26931,G633,M450,16,T159,T450,P419,T159,P197,P419,Drop,N,N/A,6,Winner,P197
R26937,G633,M450,22,T159,T450,P561,T159,P197,P419,Drive,N,N/A,10,Winner,P197
R26916,G633,M450,1,T450,T450,P561,T159,P194,P419,Drive,N,N/A,8,Error,P197
R26917,G633,M450,2,T450,T450,P561,T159,P197,P419,Drive,N,N/A,3,Winner,P419
R26918,G633,M450,3,T450,T450,P561,T159,P194,P419,Drop,N,N/A,6,Error,P194
R26923,G633,M450,8,T159,T450,P419,T159,P197,P561,Lob,N,N/A,4,Winner,P194
R26924,G633,M450,9,T450,T450,P561,T159,P194,N/A,"",N,N/A,2,Error,P194
R26925,G633,M450,10,T450,T450,P561,T159,P197,P419,Drive,N,N/A,9,Winner,P561
R26926,G633,M450,11,T159,T450,P561,T159,P194,P419,Drive,N,N/A,7,Error,P419
R26929,G633,M450,14,T450,T450,P419,T159,P197,P419,Drive,N,N/A,6,Error,P194
R26930,G633,M450,15,T450,T450,P419,T159,P194,P419,Drive,N,N/A,7,Winner,P561
R26932,G633,M450,17,T159,T450,P561,T159,P194,P419,Drive,N,N/A,3,Error,P419
R26935,G633,M450,20,T450,T450,P419,T159,P197,P419,Drive,N,N/A,9,Winner,P419
R26936,G633,M450,21,T159,T450,P419,T159,P194,P419,Drop,N,N/A,5,Error,P419
R26943,G633,M450,28,T159,T450,P561,T159,P194,P419,Drop,N,N/A,12,Winner,P197
R26944,G633,M450,29,T450,T450,P419,T159,P197,P561,Drop,N,N/A,4,Error,P197
R26945,G633,M450,30,T159,T450,P419,T159,P194,P419,Drive,N,N/A,3,Error,P419
R26933,G633,M450,18,T450,T159,P197,T450,P419,P194,Drop,N,N/A,8,Winner,P561
R26946,G633,M450,31,T159,T159,P194,T450,P419,P194,Drop,N,N/A,17,Winner,P194
R26959,G633,M450,44,T450,T159,P194,T450,P419,P197,Drop,N,N/A,10,Winner,P419
R26920,G633,M450,5,T159,T159,P194,T450,P419,P194,Drop,N,N/A,4,Error,P419
R26921,G633,M450,6,T450,T159,P194,T450,P561,P194,Drop,N,N/A,8,Winner,P561
R26922,G633,M450,7,T450,T159,P197,T450,P419,P194,Drop,N,N/A,3,Error,P194
R26927,G633,M450,12,T450,T159,P197,T450,P419,P194,Drop,N,N/A,9,Error,P197
R26928,G633,M450,13,T450,T159,P194,T450,P561,P197,Drive,N,N/A,5,Error,P197
R26934,G633,M450,19,T450,T159,P194,T450,P561,P194,Drive,N,N/A,15,Error,P197
R26938,G633,M450,23,T159,T159,P197,T450,P561,P197,Drop,N,N/A,4,Error,P419
R26939,G633,M450,24,T159,T159,P197,T450,P419,P194,Drop,N,N/A,4,Error,P561
R26940,G633,M450,25,T450,T159,P197,T450,P561,P194,Drop,N,N/A,3,Error,P194
R26941,G633,M450,26,T159,T159,P194,T450,P419,P197,Drop,N,N/A,14,Error,P561
R26942,G633,M450,27,T450,T159,P194,T450,P561,P197,Drive,N,N/A,7,Error,P194
R26947,G633,M450,32,T450,T159,P194,T450,P561,N/A,"",N,N/A,2,Winner,P561
R26948,G633,M450,33,T159,T159,P197,T450,P419,P194,Drop,N,N/A,4,Error,P561
R26949,G633,M450,34,T450,T159,P197,T450,P561,P194,Drive,N,N/A,11,Error,P194
R26950,G633,M450,35,T159,T450,P419,T159,P194,P419,Drive,N,N/A,3,Error,P419
R26951,G633,M450,36,T159,T450,P561,T159,P197,P419,Drop,N,N/A,8,Winner,P197
R26952,G633,M450,37,T159,T159,P194,T450,P419,P197,Drop,N,N/A,8,Error,P419
R26953,G633,M450,38,T450,T159,P194,T450,P561,P194,Drive,N,N/A,3,Error,P194
R26954,G633,M450,39,T450,T159,P197,T450,P419,P197,Drop,N,N/A,3,Error,P197
R26955,G633,M450,40,T159,T450,P419,T159,P197,P561,Drop,N,N/A,3,Error,P561
R26956,G633,M450,41,T450,T450,P561,T159,P194,P419,Drive,N,N/A,9,Winner,P561
R26957,G633,M450,42,T159,T450,P561,T159,P197,N/A,N/A,N,N/A,1,Error,P561
R26958,G633,M450,43,T450,T159,P197,T450,P561,P194,Drop,N,N/A,5,Error,P194
R26960,G633,M450,45,T159,T450,P561,T159,P197,P561,Drive,N,N/A,6,Winner,P197
R26961,G633,M450,46,T159,T450,P419,T159,P194,P419,Drop,N,N/A,3,Error,P419
R26962,G633,M450,47,T159,T159,P197,T450,P561,P197,Drive,N,N/A,8,Error,P419
R26963,G633,M450,48,T159,T159,P197,T450,P419,P194,Drop,N,N/A,4,Error,P561
R26964,G633,M450,49,T159,T159,P197,T450,P561,P194,Drop,N,N/A,10,Error,P561
R26965,G633,M450,50,T159,T159,P197,T450,P419,P197,Drop,N,N/A,6,Error,P419
R26966,G633,M450,51,T450,T159,P197,T450,P561,N/A,N/A,N,N/A,1,Error,P197
R26967,G633,M450,52,T159,T159,P194,T450,P419,P197,Drive,N,N/A,4,Error,P561
R26971,G634,M451,4,T159,T312,P418,T159,P197,P419,Drive,N,N/A,12,Winner,P194
R27002,G634,M451,35,T159,T312,P419,T159,P194,P419,Drop,N,N/A,6,Winner,P194
R26991,G634,M451,24,T159,T312,P418,T159,P197,P419,Drive,N,N/A,24,Winner,P194
R26972,G634,M451,5,T159,T312,P419,T159,P194,P419,Drive,N,N/A,3,Error,P419
R26977,G634,M451,10,T159,T312,P418,T159,P197,P419,Drop,N,N/A,3,Error,P419
R26978,G634,M451,11,T159,T312,P419,T159,P194,P418,Drive,N,N/A,3,Error,P418
R26988,G634,M451,21,T159,T312,P419,T159,P194,P418,Drive,N,N/A,13,Error,P418
R27001,G634,M451,34,T159,T312,P418,T159,P197,P419,Drive,N,N/A,13,Error,P418
R26998,G634,M451,31,T312,T312,P418,T159,P194,P418,Drive,N,N/A,9,Winner,P418
R27000,G634,M451,33,T312,T312,P418,T159,P194,P418,Drive,N,N/A,13,Winner,P418
R26985,G634,M451,18,T312,T312,P418,T159,P197,P419,Drop,N,N/A,7,Winner,P418
R26980,G634,M451,13,T312,T159,P194,T312,P419,P197,Drive,N,N/A,8,Winner,P418
R26984,G634,M451,17,T312,T159,P194,T312,P419,P197,Drop,N,N/A,10,Winner,P419
R26993,G634,M451,26,T312,T159,P197,T312,P418,P194,Drive,N,N/A,6,Winner,P419
R26996,G634,M451,29,T159,T159,P194,T312,P419,P194,Drop,N,N/A,17,Winner,P194
R27003,G634,M451,36,T312,T159,P194,T312,P419,P194,Drop,N,N/A,12,Winner,P418
R26968,G634,M451,1,T159,T159,P197,T312,P418,P194,Drive,N,N/A,4,Error,P418
R26969,G634,M451,2,T159,T159,P197,T312,P419,P194,Drop,N,N/A,3,Winner,P194
R26970,G634,M451,3,T312,T159,P197,T312,P418,N/A,N/A,N,N/A,1,Error,P194
R26973,G634,M451,6,T159,T159,P197,T312,P418,P194,Drop,N,N/A,4,Error,P418
R26974,G634,M451,7,T159,T159,P197,T312,P419,P197,Drive,N,N/A,3,Winner,P197
R26975,G634,M451,8,T312,T159,P197,T312,P418,P197,Drop,N,N/A,9,Error,P197
R26976,G634,M451,9,T312,T159,P194,T312,P419,P194,Drop,N,N/A,9,Error,P197
R26979,G634,M451,12,T312,T159,P197,T312,P418,P194,Drop,N,N/A,8,Winner,P419
R26981,G634,M451,14,T159,T312,P418,T159,P197,P419,Drive,N,N/A,9,Error,P418
R26982,G634,M451,15,T159,T312,P419,T159,P194,N/A,N/A,N,N/A,1,Error,P419
R26983,G634,M451,16,T312,T159,P197,T312,P418,P194,Drop,N,N/A,4,Winner,P419
R26986,G634,M451,19,T159,T312,P418,T159,P194,P418,Drive,N,N/A,3,Error,P418
R26987,G634,M451,20,T312,T312,P419,T159,P197,P418,Drive,N,N/A,4,Error,P194
R26989,G634,M451,22,T312,T159,P197,T312,P418,P194,Drop,N,N/A,5,Error,P197
R26990,G634,M451,23,T312,T159,P194,T312,P419,P194,Drive,N,N/A,9,Error,P194
R26992,G634,M451,25,T159,T312,P419,T159,P194,P419,Drop,N,N/A,3,Error,P419
R26994,G634,M451,27,T159,T159,P194,T312,P419,P194,Drive,N,N/A,4,Error,P419
R26995,G634,M451,28,T159,T159,P194,T312,P418,P194,Drive,N,N/A,4,Error,P418
R26997,G634,M451,30,T312,T159,P194,T312,P418,P194,Drop,N,N/A,3,Error,P194
R26999,G634,M451,32,T312,T312,P418,T159,P197,P419,Drive,N,N/A,3,Winner,P419
R27004,G634,M451,37,T159,T159,P197,T312,P418,P194,Drive,N,N/A,8,Error,P419
R27005,G634,M451,38,T159,T159,P197,T312,P419,P194,Drop,N,N/A,6,Error,P418
R27006,G634,M451,39,T159,T159,P197,T312,P418,P197,Drop,N,N/A,4,Error,P419
R27007,G634,M451,40,T159,T159,P197,T312,P419,P194,Drop,N,N/A,7,Winner,P194
R27009,G635,M452,2,T488,T488,P595,T487,P593,N/A,Drive,N,N/A,6,Error,P593
R27010,G635,M452,3,T487,T488,P595,T487,P594,N/A,Drive,N,N/A,7,Unforced Error,P595
R27011,G635,M452,4,T488,T488,P596,T487,P593,N/A,Drive,N,N/A,8,Error,P593
R27017,G635,M452,10,T487,T488,P595,T487,P593,N/A,Drive,N,N/A,9,Error,P595
R27025,G635,M452,18,T487,T488,P596,T487,P594,N/A,Drive,N,N/A,11,Error,P595
R27047,G635,M452,40,T487,T488,P596,T487,P593,N/A,Drive,N,N/A,11,Error,P595
R27052,G635,M452,45,T487,T488,P595,T487,P594,N/A,Drive,N,N/A,5,Error,P596
R27008,G635,M452,1,T488,T487,P593,T488,P595,N/A,Drive,N,N/A,9,Error,P594
R27020,G635,M452,13,T487,T487,P593,T488,P596,N/A,Drop,N,N/A,6,Unforced Error,P596
R27027,G635,M452,20,T488,T487,P593,T488,P595,N/A,Drive,N,N/A,7,Error,P593
R27012,G635,M452,5,T488,T488,P596,T487,P594,N/A,Drop,N,N/A,4,Error,P593
R27013,G635,M452,6,T488,T488,P596,T487,P593,N/A,Drive,N,N/A,5,Winner,P595
R27014,G635,M452,7,T487,T488,P596,T487,P594,N/A,Drive,N,N/A,4,Winner,P594
R27015,G635,M452,8,T488,T487,P593,T488,P595,N/A,Drive,N,N/A,3,Error,P593
R27031,G635,M452,24,T488,T487,P593,T488,P595,N/A,Drive,N,N/A,3,Error,P594
R27048,G635,M452,41,T487,T487,P594,T488,P595,N/A,Drive,N,N/A,4,Error,P596
R27049,G635,M452,42,T487,T487,P594,T488,P596,N/A,Drive,N,N/A,6,Error,P595
R27050,G635,M452,43,T488,T487,P594,T488,P595,N/A,Drive,N,N/A,6,Winner,P595
R27033,G635,M452,26,T488,T487,P594,T488,P595,N/A,Drive,N,N/A,15,Error,P594
R27016,G635,M452,9,T488,T487,P594,T488,P596,N/A,Drive,N,N/A,4,Winner,P596
R27018,G635,M452,11,T488,T488,P596,T487,P594,N/A,Drive,N,N/A,4,Unforced Error,P593
R27019,G635,M452,12,T487,T488,P596,T487,P593,N/A,Drive,N,N/A,3,Unforced Error,P596
R27021,G635,M452,14,T487,T487,P593,T488,P595,N/A,Drive,N,N/A,10,Error,P596
R27022,G635,M452,15,T488,T487,P593,T488,P596,N/A,Drive,N,N/A,15,Error,P593
R27023,G635,M452,16,T488,T487,P594,T488,P595,N/A,Drive,N,N/A,3,Unforced Error,P593
R27024,G635,M452,17,T488,T488,P596,T487,P593,N/A,Drive,N,N/A,7,Winner,P596
R27026,G635,M452,19,T487,T488,P595,T487,P593,N/A,Drive,N,N/A,5,Error,P595
R27028,G635,M452,21,T488,T487,P594,T488,P596,N/A,Drive,N,N/A,5,Error,P593
R27029,G635,M452,22,T487,T488,P595,T487,P593,N/A,Drive,N,N/A,3,Error,P595
R27030,G635,M452,23,T487,T488,P596,T487,P594,N/A,Drive,N,N/A,7,Error,P596
R27032,G635,M452,25,T487,T487,P594,T488,P596,N/A,"",N,N/A,2,Error,P596
R27034,G635,M452,27,T488,T488,P595,T487,P594,N/A,Drive,N,N/A,9,Winner,P596
R27035,G635,M452,28,T487,T488,P595,T487,P593,N/A,N/A,N,N/A,1,Error,P595
R27036,G635,M452,29,T488,T488,P596,T487,P594,N/A,Drive,N,N/A,5,Winner,P595
R27037,G635,M452,30,T487,T488,P596,T487,P593,N/A,Drive,N,N/A,8,Winner,P594
R27038,G635,M452,31,T488,T487,P594,T488,P595,N/A,Drive,N,N/A,3,Error,P594
R27039,G635,M452,32,T488,T487,P593,T488,P596,N/A,N/A,N,N/A,1,Error,P593
R27040,G635,M452,33,T487,T488,P595,T487,P594,N/A,Drive,N,N/A,4,Winner,P593
R27041,G635,M452,34,T487,T488,P596,T487,P593,N/A,Drive,N,N/A,3,Error,P596
R27042,G635,M452,35,T488,T487,P594,T488,P595,N/A,Lob,N,N/A,6,Winner,P596
R27043,G635,M452,36,T488,T487,P593,T488,P596,N/A,N/A,N,N/A,1,Error,P593
R27044,G635,M452,37,T488,T488,P595,T487,P594,N/A,Lob,N,N/A,14,Error,P594
R27045,G635,M452,38,T487,T488,P595,T487,P593,N/A,Drive,N,N/A,17,Error,P596
R27046,G635,M452,39,T488,T488,P596,T487,P594,N/A,Drive,N,N/A,6,Error,P593
R27051,G635,M452,44,T488,T487,P593,T488,P596,N/A,N/A,N,N/A,1,Error,P593
R27053,G635,M452,46,T488,T488,P596,T487,P593,N/A,Drive,N,N/A,5,Winner,P596
R27075,G636,M453,22,T159,T312,P419,T159,P194,P418,Drive,N,N/A,6,Winner,P197
R27060,G636,M453,7,T159,T312,P419,T159,P197,P418,Drive,N,N/A,8,Winner,P194
R27062,G636,M453,9,T312,T159,P197,T312,P419,P197,Drop,N,N/A,10,Winner,P418
R27058,G636,M453,5,T312,T159,P194,T312,P418,P197,Drop,N,N/A,6,Winner,P418
R27071,G636,M453,18,T159,T159,P197,T312,P418,P197,Drop,N,N/A,11,Winner,P194
R27073,G636,M453,20,T312,T159,P197,T312,P418,P197,Drop,N,N/A,12,Winner,P418
R27054,G636,M453,1,T312,T312,P419,T159,P197,N/A,"",N,N/A,2,Error,P197
R27055,G636,M453,2,T159,T312,P419,T159,P194,P418,Drive,N,N/A,3,Error,P418
R27056,G636,M453,3,T312,T159,P197,T312,P418,P197,Drop,N,N/A,5,Error,P197
R27057,G636,M453,4,T159,T159,P194,T312,P419,P194,Drive,N,N/A,4,Error,P418
R27059,G636,M453,6,T159,T312,P418,T159,P194,P418,Drive,N,N/A,7,Error,P418
R27061,G636,M453,8,T312,T159,P194,T312,P418,P194,Drop,N,N/A,3,Error,P194
R27063,G636,M453,10,T159,T312,P418,T159,P194,P419,Drive,N,N/A,21,Error,P419
R27064,G636,M453,11,T312,T312,P419,T159,P197,P419,Drive,N,N/A,4,Error,P197
R27065,G636,M453,12,T312,T312,P419,T159,P194,P418,Drive,N,N/A,4,Error,P197
R27066,G636,M453,13,T312,T312,P419,T159,P197,N/A,"",N,N/A,2,Error,P197
R27067,G636,M453,14,T312,T312,P419,T159,P194,P419,Drop,N,N/A,7,Winner,P418
R27068,G636,M453,15,T159,T312,P419,T159,P197,N/A,N/A,N,N/A,1,Error,P419
R27069,G636,M453,16,T159,T159,P194,T312,P418,N/A,"",N,N/A,2,Error,P418
R27070,G636,M453,17,T312,T159,P194,T312,P419,P194,Drive,N,N/A,4,Winner,P418
R27072,G636,M453,19,T159,T159,P197,T312,P419,P194,Drive,N,N/A,5,Winner,P197
R27080,G636,M453,27,T159,T159,P197,T312,P418,P194,Drop,N,N/A,9,Winner,P197
R27074,G636,M453,21,T159,T312,P418,T159,P197,P419,Drive,N,N/A,3,Error,P419
R27076,G636,M453,23,T159,T159,P197,T312,P418,P194,Drive,N,N/A,4,Error,P419
R27077,G636,M453,24,T159,T159,P197,T312,P419,P197,Drive,N,N/A,4,Error,P418
R27078,G636,M453,25,T159,T159,P197,T312,P418,P194,Drop,N,N/A,3,Winner,P194
R27079,G636,M453,26,T159,T159,P197,T312,P419,P194,Drive,N,N/A,5,Winner,P197
R27081,G636,M453,28,T159,T159,P197,T312,P419,P197,Drive,N,N/A,3,Winner,P197
R27082,G636,M453,29,T312,T159,P197,T312,P418,P197,Drop,N,N/A,13,Error,P197
R27083,G636,M453,30,T159,T159,P194,T312,P419,P194,Drop,N,N/A,6,Error,P419
R27106,G637,M454,23,T159,T450,P561,T159,P197,P419,Drop,N,N/A,6,Winner,P197
R27107,G637,M454,24,T159,T450,P419,T159,P194,P419,Drive,N,N/A,10,Winner,P197
R27088,G637,M454,5,T159,T450,P561,T159,P197,P419,Drop,N,N/A,18,Winner,P194
R27089,G637,M454,6,T159,T450,P419,T159,P194,P561,Lob,N,N/A,6,Winner,P194
R27093,G637,M454,10,T159,T450,P561,T159,P194,P419,Drive,N,N/A,5,Error,P561
R27094,G637,M454,11,T159,T450,P419,T159,P197,P419,Drive,N,N/A,3,Error,P419
R27098,G637,M454,15,T450,T450,P561,T159,P197,P561,Drop,N,N/A,8,Error,P194
R27099,G637,M454,16,T159,T450,P561,T159,P194,P561,Drop,N,N/A,11,Error,P561
R27100,G637,M454,17,T450,T450,P419,T159,P197,N/A,"",N,N/A,2,Error,P197
R27101,G637,M454,18,T159,T450,P419,T159,P194,P561,Drive,N,N/A,3,Error,P561
R27105,G637,M454,22,T450,T450,P561,T159,P194,P561,Lob,N,N/A,4,Error,P194
R27111,G637,M454,28,T159,T450,P419,T159,P197,P419,Drop,N,N/A,10,Winner,P197
R27113,G637,M454,30,T159,T450,P561,T159,P197,P561,Drive,N,N/A,8,Winner,P194
R27124,G637,M454,41,T450,T450,P419,T159,P197,N/A,"",N,N/A,2,Error,P197
R27122,G637,M454,39,T450,T450,P561,T159,P197,P561,Drive,N,N/A,15,Winner,P561
R27125,G637,M454,42,T159,T450,P419,T159,P194,P419,Drive,N,N/A,6,Winner,P194
R27120,G637,M454,37,T450,T159,P194,T450,P561,P197,Drop,N,N/A,6,Winner,P419
R27085,G637,M454,2,T159,T159,P194,T450,P561,P197,Drop,N,N/A,13,Winner,P197
R27095,G637,M454,12,T159,T159,P194,T450,P561,P194,Drop,N,N/A,19,Winner,P197
R27134,G637,M454,51,T450,T159,P194,T450,P419,P194,Drop,N,N/A,6,Winner,P561
R27084,G637,M454,1,T159,T450,P561,T159,P194,P419,Drop,N,N/A,9,Error,P419
R27086,G637,M454,3,T450,T159,P194,T450,P419,P197,Drop,N,N/A,6,Winner,P561
R27087,G637,M454,4,T450,T159,P197,T450,P561,P194,Drop,N,N/A,17,Error,P194
R27090,G637,M454,7,T450,T159,P197,T450,P561,P197,Drop,N,N/A,9,Error,P194
R27091,G637,M454,8,T159,T159,P194,T450,P419,P197,Drop,N,N/A,6,Error,P419
R27092,G637,M454,9,T450,T159,P194,T450,P561,P194,Drop,N,N/A,5,Error,P197
R27096,G637,M454,13,T450,T159,P194,T450,P419,N/A,N/A,N,N/A,1,Error,P194
R27097,G637,M454,14,T450,T159,P197,T450,P561,P194,Drive,N,N/A,14,Winner,P419
R27102,G637,M454,19,T159,T159,P197,T450,P561,P194,Drive,N,N/A,3,Winner,P194
R27103,G637,M454,20,T450,T159,P197,T450,P419,P194,Drop,N,N/A,9,Error,P197
R27104,G637,M454,21,T450,T159,P194,T450,P561,P194,Drive,N,N/A,13,Error,P194
R27108,G637,M454,25,T159,T159,P194,T450,P419,P197,Drop,N,N/A,10,Error,P419
R27109,G637,M454,26,T450,T159,P194,T450,P561,P194,Drop,N,N/A,5,Error,P197
R27110,G637,M454,27,T450,T159,P197,T450,P419,P194,Drop,N,N/A,11,Error,P197
R27112,G637,M454,29,T450,T450,P561,T159,P194,P419,Drop,N,N/A,5,Winner,P561
